,name,code,2016 매출,2017 매출,2018 매출,2019 매출,2020 매출,매출 증가 Check,2016 영업이익,2017 영업이익,2018 영업이익,2019 영업이익,2020 영업이익,영업이익 Check,영업이익 증가 Check,2016 ROE,2017 ROE,2018 ROE,2019 ROE,2020 ROE,ROE 평균 check,2016 배당금,2017 배당금,2018 배당금,2019 배당금,2020 배당금,배당금증가 Check,현금배당수익률,배당 checker,Unnamed: 1_level_1 매출,Unnamed: 1_level_1 영업이익,Unnamed: 1_level_1 ROE,Unnamed: 1_level_1 배당금,Unnamed: 2_level_1 매출,Unnamed: 3_level_1 매출,Unnamed: 2_level_1 영업이익,Unnamed: 3_level_1 영업이익,Unnamed: 2_level_1 ROE,Unnamed: 3_level_1 ROE,error code,2021 매출,2021 영업이익,2021 ROE,2021 배당금,Unnamed: 2_level_1 배당금,Unnamed: 4_level_1 매출,Unnamed: 5_level_1 매출,Unnamed: 4_level_1 영업이익,Unnamed: 5_level_1 영업이익,Unnamed: 4_level_1 ROE,Unnamed: 5_level_1 ROE,2015 매출,2015 영업이익,2015 ROE,2015 배당금
0,DRB동일,004840,5513.0,5439.0,5454.0,5470.0,4966.0,False,675.0,372.0,270.0,265.0,210.0,True,False,12.55,5.36,1.83,2.54,0.66,False,74.0,95.0,108.0,100.0,50.0,False,0.73,False,,,,,,,,,,,,,,,,,,,,,,,,,,
1,DSR,155660,2011.0,2264.0,2360.0,2363.0,2310.0,CHECK,134.0,139.0,99.0,107.0,121.0,True,False,8.5,8.15,5.54,5.83,5.67,False,50.0,50.0,50.0,50.0,50.0,True,0.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,
2,GS,078930,134624.0,155801.0,177444.0,177861.0,154442.0,False,17542.0,20408.0,22098.0,20331.0,9206.0,True,False,12.13,13.42,11.14,6.26,-2.82,False,1600.0,1800.0,1900.0,1900.0,1900.0,True,5.06,True,,,,,,,,,,,,,,,,,,,,,,,,,,
3,GS글로벌,001250,25538.0,33874.0,40585.0,38894.0,28150.0,False,364.0,480.0,561.0,583.0,323.0,True,False,6.07,6.22,5.48,-4.61,-24.91,False,0.0,25.0,25.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
4,HDC현대산업개발,294870,,,27927.0,42165.0,36702.0,False,,,3179.0,5515.0,5857.0,True,True,,,,20.3,8.85,True,,,438.0,438.0,600.0,True,2.3,True,,,,,,,,,,,,,,,,,,,,,,,,,,
5,HMM,011200,45848.0,50280.0,52221.0,55131.0,64133.0,True,-8334.0,-4068.0,-5587.0,-2997.0,9808.0,False,False,-81.1,-129.27,-81.8,-55.46,8.92,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
6,KEC,092220,2277.0,2263.0,2174.0,2017.0,2010.0,False,40.0,66.0,33.0,-70.0,-23.0,False,False,0.17,0.45,0.67,-8.99,-24.43,False,0.0,12.0,0.0,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
7,KG동부제철,016380,23280.0,25962.0,25451.0,24282.0,23424.0,False,1436.0,-118.0,-164.0,346.0,1108.0,False,False,-115.44,-323.35,-278.19,-7.44,7.18,False,0.0,0.0,0.0,0.0,100.0,True,0.86,False,,,,,,,,,,,,,,,,,,,,,,,,,,
8,KG케미칼,001390,8085.0,10995.0,12828.0,20684.0,36864.0,True,727.0,762.0,725.0,1180.0,2430.0,True,False,6.32,1.88,1.37,32.69,11.94,True,350.0,350.0,350.0,350.0,400.0,True,1.68,False,,,,,,,,,,,,,,,,,,,,,,,,,,
9,KTis,058860,4367.0,4381.0,4508.0,4510.0,4536.0,True,132.0,111.0,90.0,138.0,90.0,True,False,6.38,5.23,4.92,5.6,4.4,False,80.0,80.0,80.0,90.0,80.0,False,3.11,True,,,,,,,,,,,,,,,,,,,,,,,,,,
10,LG이노텍,011070,57546.0,76414.0,79821.0,79754.0,95418.0,CHECK,1048.0,2965.0,2635.0,4764.0,6810.0,True,False,0.28,9.37,8.02,4.73,10.2,False,250.0,250.0,300.0,300.0,700.0,True,0.38,False,,,,,,,,,,,,,,,,,,,,,,,,,,
11,LG전자,066570,553670.0,613963.0,613417.0,623062.0,632620.0,CHECK,13378.0,24685.0,27033.0,24361.0,31950.0,True,False,0.65,13.69,9.03,0.22,13.23,False,400.0,400.0,750.0,750.0,1200.0,True,0.89,False,,,,,,,,,,,,,,,,,,,,,,,,,,
12,LG헬로비전,037560,11006.0,11199.0,11780.0,11122.0,10579.0,False,429.0,729.0,672.0,292.0,342.0,True,False,2.24,2.96,,-9.4,-39.53,False,75.0,75.0,75.0,75.0,75.0,True,1.93,False,,,,,,,,,,,,,,,,,,,,,,,,,,
13,SK이노베이션,096770,395205.0,461627.0,542165.0,493069.0,341645.0,False,32283.0,32218.0,21032.0,11136.0,-25688.0,False,False,10.13,11.96,9.12,-0.2,-13.58,False,6400.0,8000.0,8000.0,3000.0,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
14,STX,011810,17202.0,18039.0,15030.0,14637.0,9756.0,False,-342.0,441.0,-148.0,28.0,-5.0,False,False,354.26,-232.18,17.12,-54.53,-48.03,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WISCOM,024070,1345.0,1168.0,1119.0,1154.0,1025.0,False,15.0,3.0,-3.0,8.0,-17.0,False,False,1.6,0.06,0.9,0.89,-0.85,False,98.0,0.0,0.0,50.0,50.0,False,1.83,False,,,,,,,,,,,,,,,,,,,,,,,,,,
16,갤럭시아에스엠,011420,465.0,312.0,220.0,287.0,195.0,False,-35.0,-35.0,-67.0,-5.0,14.0,False,False,-3.3,-13.83,-47.8,-5.7,4.63,False,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
17,경농,002100,2040.0,2065.0,2127.0,2275.0,2483.0,True,92.0,84.0,148.0,87.0,143.0,True,False,3.86,5.83,3.08,2.47,6.69,False,265.0,295.0,250.0,220.0,250.0,False,2.08,True,,,,,,,,,,,,,,,,,,,,,,,,,,
18,경동인베스트,012320,1599.0,1951.0,2286.0,2717.0,3105.0,True,-1.0,364.0,389.0,236.0,207.0,False,False,3.34,10.98,7.46,2.26,3.68,False,1250.0,500.0,500.0,500.0,500.0,False,1.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,
19,국도화학,007690,9526.0,10760.0,12806.0,11214.0,11327.0,CHECK,370.0,565.0,686.0,421.0,460.0,True,False,6.08,9.18,9.5,6.93,5.54,False,928.0,1161.0,1161.0,1161.0,928.0,False,2.22,True,,,,,,,,,,,,,,,,,,,,,,,,,,
20,국동,005320,1974.0,1916.0,2196.0,2231.0,2534.0,CHECK,106.0,-59.0,57.0,-42.0,312.0,False,False,14.97,-19.01,6.53,-7.07,20.63,False,0.0,0.0,0.0,0.0,50.0,True,1.19,False,,,,,,,,,,,,,,,,,,,,,,,,,,
21,극동유화,014530,2312.0,4901.0,8309.0,7956.0,6229.0,CHECK,166.0,136.0,186.0,167.0,143.0,True,False,10.35,10.48,10.57,8.75,4.54,False,115.0,160.0,160.0,160.0,140.0,False,4.05,True,,,,,,,,,,,,,,,,,,,,,,,,,,
22,기아,000270,527129.0,535357.0,541698.0,581460.0,591681.0,True,24615.0,6622.0,11575.0,20097.0,20665.0,True,False,10.85,3.62,4.27,6.5,5.05,False,1100.0,800.0,900.0,1150.0,1000.0,False,1.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,
23,까뮤이앤씨,013700,1397.0,1722.0,1163.0,2834.0,1617.0,False,44.0,101.0,40.0,148.0,28.0,True,False,6.72,15.31,2.93,20.68,11.97,True,15.0,20.0,20.0,30.0,20.0,False,0.67,False,,,,,,,,,,,,,,,,,,,,,,,,,,
24,대덕전자,353200,,,,,6206.0,True,,,,,27.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 99, in checker
    roe_average = round(sum(roe) / len(roe), 2)
ZeroDivisionError: division by zero
",,,,,,,,,,,,,,,
25,대우건설,047040,111059.0,117668.0,106055.0,86519.0,81367.0,False,-4672.0,4290.0,6287.0,3641.0,5583.0,False,False,-30.87,12.12,13.2,8.8,11.06,False,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
26,대웅,003090,10150.0,11240.0,12313.0,13657.0,13553.0,CHECK,610.0,845.0,892.0,1063.0,981.0,True,False,4.17,12.86,5.36,10.36,15.1,False,100.0,100.0,100.0,100.0,100.0,True,0.2,False,,,,,,,,,,,,,,,,,,,,,,,,,,
27,덴티움,145720,1200.0,1506.0,1863.0,2526.0,2297.0,CHECK,285.0,411.0,420.0,447.0,396.0,True,False,33.68,26.05,19.25,7.37,10.34,True,100.0,150.0,150.0,0.0,200.0,False,0.49,False,,,,,,,,,,,,,,,,,,,,,,,,,,
28,두산인프라코어,042670,57296.0,65679.0,77301.0,81858.0,79341.0,CHECK,4908.0,6608.0,8481.0,8404.0,6586.0,True,False,3.1,8.13,14.04,11.59,6.47,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
29,디피씨,026890,1337.0,1548.0,1577.0,1645.0,1741.0,True,154.0,122.0,133.0,169.0,307.0,True,False,9.16,5.17,7.99,7.12,11.76,False,70.0,70.0,70.0,80.0,90.0,True,1.01,False,,,,,,,,,,,,,,,,,,,,,,,,,,
30,롯데정보통신,286940,,1491.0,8117.0,8457.0,8495.0,True,,53.0,390.0,411.0,388.0,True,False,,,9.65,14.77,7.43,True,,0.0,650.0,700.0,700.0,True,1.74,False,,,,,,,,,,,,,,,,,,,,,,,,,,
31,마니커,027740,2298.0,2546.0,2691.0,2417.0,2148.0,False,-35.0,69.0,5.0,-150.0,-309.0,False,False,1.03,-12.5,-11.63,-18.17,-44.05,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
32,메리츠증권,008560,49466.0,52976.0,87394.0,119126.0,166049.0,True,3269.0,4436.0,5323.0,6799.0,8280.0,True,True,14.12,13.79,13.0,15.05,13.08,True,200.0,200.0,200.0,200.0,320.0,True,8.73,True,,,,,,,,,,,,,,,,,,,,,,,,,,
33,명문제약,017180,1422.0,1401.0,1475.0,1493.0,1279.0,False,101.0,75.0,49.0,-143.0,-290.0,False,False,8.75,8.28,1.05,-24.55,-33.77,False,46.0,95.0,0.0,0.0,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
34,모두투어리츠,204210,47.0,42.0,48.0,76.0,66.0,CHECK,23.0,18.0,23.0,47.0,36.0,True,False,2.46,1.43,2.16,6.36,2.72,False,109.0,76.0,82.0,168.0,150.0,False,5.11,True,,,,,,,,,,,,,,,,,,,,,,,,,,
35,보령제약,003850,4091.0,4227.0,4604.0,5243.0,5619.0,True,220.0,10.0,250.0,391.0,400.0,True,False,2.9,,8.03,11.96,8.62,False,29.0,120.0,45.0,75.0,75.0,False,0.48,False,,,,,,,,,,,,,,,,,,,,,,,,,,
36,부국증권,001270,7537.0,5663.0,6272.0,6100.0,8659.0,CHECK,353.0,473.0,373.0,360.0,772.0,True,False,6.31,8.0,6.17,5.8,11.58,False,1200.0,1200.0,1200.0,1200.0,1200.0,True,5.63,True,,,,,,,,,,,,,,,,,,,,,,,,,,
37,삼성SDI,006400,52008.0,63466.0,91583.0,100974.0,112948.0,True,-9263.0,1169.0,7150.0,4622.0,6713.0,False,False,2.02,5.98,6.05,2.94,4.54,False,1000.0,1000.0,1000.0,1000.0,1000.0,True,0.16,False,,,,,,,,,,,,,,,,,,,,,,,,,,
38,삼성엔지니어링,028050,70105.0,55134.0,54670.0,63921.0,67492.0,CHECK,712.0,217.0,1964.0,4227.0,3612.0,True,False,7.86,-6.45,6.08,27.49,17.32,True,,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
39,삼성출판사,068290,1633.0,1766.0,1861.0,2020.0,1671.0,False,122.0,110.0,33.0,48.0,-45.0,False,False,6.81,3.92,0.38,5.49,45.58,True,110.0,150.0,100.0,100.0,200.0,False,0.84,False,,,,,,,,,,,,,,,,,,,,,,,,,,
40,삼성화재해상보험,000810,216861.0,220136.0,222090.0,229068.0,240449.0,True,10712.0,12576.0,14508.0,8659.0,10444.0,True,False,8.17,9.18,8.8,4.85,4.96,False,6100.0,10000.0,11500.0,8500.0,8800.0,False,4.69,True,,,,,,,,,,,,,,,,,,,,,,,,,,
41,삼영화학공업,003720,1136.0,1004.0,1029.0,1111.0,1177.0,CHECK,-64.0,-138.0,-63.0,-9.0,13.0,False,False,-8.09,-31.2,-13.92,-4.49,0.49,False,0.0,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
42,삼호개발,010960,2745.0,2657.0,2987.0,3646.0,3634.0,CHECK,222.0,242.0,244.0,236.0,136.0,True,False,11.82,13.77,12.09,11.65,9.26,True,130.0,160.0,160.0,190.0,190.0,True,4.44,True,,,,,,,,,,,,,,,,,,,,,,,,,,
43,상상인증권,001290,636.0,454.0,343.0,342.0,364.0,False,-41.0,-97.0,-114.0,-54.0,29.0,False,False,-2.97,-3.28,-8.32,-6.42,1.54,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
44,선진,136490,6453.0,8167.0,9124.0,10140.0,13481.0,True,423.0,547.0,348.0,401.0,1076.0,True,False,16.79,20.98,5.61,6.72,24.25,True,46.0,0.0,50.0,50.0,100.0,False,0.88,False,,,,,,,,,,,,,,,,,,,,,,,,,,
45,세기상사,002420,55.0,56.0,52.0,51.0,22.0,False,-7.0,-4.0,-4.0,-5.0,-12.0,False,False,-4.6,0.4,-1.47,-4.11,-7.13,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
46,세방전지,004490,9598.0,11111.0,11809.0,11390.0,12528.0,CHECK,744.0,698.0,1113.0,1057.0,863.0,True,False,7.89,7.76,10.32,7.7,6.13,False,350.0,400.0,500.0,500.0,500.0,True,0.73,False,,,,,,,,,,,,,,,,,,,,,,,,,,
47,세아제강지주,003030,17975.0,15070.0,17817.0,26439.0,23064.0,CHECK,772.0,522.0,805.0,631.0,671.0,True,False,5.3,2.04,29.05,-0.32,1.76,False,1750.0,1800.0,1800.0,1500.0,1500.0,False,3.37,True,,,,,,,,,,,,,,,,,,,,,,,,,,
48,센트럴인사이트,012600,576.0,346.0,360.0,412.0,292.0,False,-77.0,-56.0,-60.0,-79.0,-60.0,False,False,-57.71,-22.04,6.16,-105.01,-53.41,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
49,신한알파리츠,293940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 66, in checker
    df.loc[i, f""{columns[j]} 매출""] = revenue
  File ""c:\projects\python-stockMarketDataProcessing\venv\lib\site-packages\pandas\core\indexing.py"", line 723, in __setitem__
    iloc._setitem_with_indexer(indexer, value, self.name)
  File ""c:\projects\python-stockMarketDataProcessing\venv\lib\site-packages\pandas\core\indexing.py"", line 1730, in _setitem_with_indexer
    self._setitem_with_indexer_split_path(indexer, value, name)
  File ""c:\projects\python-stockMarketDataProcessing\venv\lib\site-packages\pandas\core\indexing.py"", line 1751, in _setitem_with_indexer_split_path
    value = self._align_series(indexer, Series(value))
  File ""c:\projects\python-stockMarketDataProcessing\venv\lib\site-packages\pandas\core\indexing.py"", line 2149, in _align_series
    raise ValueError(""Incompatible indexer with Series"")
ValueError: Incompatible indexer with Series
",,,,,,,,,,,,,,,
50,신한지주,055550,222880.0,239892.0,238119.0,300050.0,290007.0,CHECK,31086.0,38300.0,44994.0,50462.0,49297.0,True,False,8.96,9.13,9.21,9.09,8.2,False,1450.0,1450.0,1600.0,1850.0,1500.0,False,4.68,True,,,,,,,,,,,,,,,,,,,,,,,,,,
51,쌍용자동차,003620,36285.0,34946.0,37048.0,36239.0,29502.0,False,280.0,-653.0,-642.0,-2819.0,-4494.0,False,False,7.6,-8.29,-8.42,-62.27,-320.22,False,0.0,0.0,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
52,쎌마테라퓨틱스,015540,696.0,666.0,378.0,77.0,97.0,False,-42.0,-58.0,-83.0,-133.0,-97.0,False,False,-184.11,-110.56,-189.98,-813.04,-1165.4,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
53,에스디바이오센서,137310,446.0,543.0,656.0,737.0,16862.0,True,4.0,-16.0,30.0,9.0,7383.0,False,False,2.21,-4.59,3.84,1.32,139.97,True,0.0,0.0,0.0,0.0,535.0,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
54,에이블씨엔씨,078520,4346.0,3733.0,3455.0,4222.0,3075.0,False,243.0,112.0,-190.0,18.0,-680.0,False,False,9.39,3.27,-3.83,-3.94,-43.75,False,350.0,0.0,,,,False,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
55,영화금속,012280,1564.0,1805.0,2267.0,2326.0,1794.0,False,108.0,72.0,11.0,20.0,-61.0,False,False,14.71,6.76,1.47,0.38,-12.53,False,30.0,30.0,0.0,0.0,15.0,False,0.65,False,,,,,,,,,,,,,,,,,,,,,,,,,,
56,오뚜기,007310,20107.0,21262.0,22468.0,23597.0,25959.0,True,1425.0,1461.0,1517.0,1483.0,1984.0,True,False,13.94,12.34,13.87,7.79,7.93,True,6800.0,7000.0,7500.0,7500.0,8000.0,True,1.39,False,,,,,,,,,,,,,,,,,,,,,,,,,,
57,오리엔트바이오,002630,,1090.0,256.0,304.0,372.0,CHECK,,-97.0,-79.0,-101.0,-124.0,False,False,,-27.89,-23.85,-33.2,-20.32,False,,0.0,0.0,0.0,0.0,True,,False,,,,,,,,,,,,520.0,23.0,-29.7,,,,,,,,,,,,
58,오리온,271560,,10733.0,19269.0,20233.0,22298.0,True,,1074.0,2822.0,3276.0,3761.0,True,True,,,10.31,14.24,15.5,True,,600.0,600.0,600.0,750.0,True,0.6,False,,,,,,,,,,,,,,,,,,,,,,,,,,
59,우진,105840,1084.0,983.0,939.0,889.0,898.0,False,-3.0,-28.0,-11.0,-20.0,11.0,False,False,-0.35,-14.17,-6.44,-10.49,25.83,False,220.0,0.0,0.0,100.0,100.0,False,2.28,True,,,,,,,,,,,,,,,,,,,,,,,,,,
60,윌비스,008600,3108.0,2910.0,2777.0,2696.0,2396.0,False,101.0,70.0,34.0,-197.0,24.0,False,False,2.8,0.42,-4.97,-30.75,-2.43,False,0.0,0.0,0.0,0.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
61,유나이티드,033270,1769.0,1970.0,2119.0,2213.0,2160.0,CHECK,271.0,317.0,378.0,345.0,401.0,True,False,11.17,14.7,14.73,12.79,10.01,True,250.0,300.0,330.0,330.0,350.0,True,0.53,False,,,,,,,,,,,,,,,,,,,,,,,,,,
62,이월드,084680,297.0,350.0,336.0,1832.0,1315.0,CHECK,43.0,67.0,46.0,174.0,-141.0,False,False,1.63,2.89,6.29,4.67,-4.11,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
63,인지컨트롤스,023800,6240.0,5409.0,5041.0,4942.0,4587.0,False,184.0,50.0,111.0,56.0,-29.0,False,False,5.1,-0.01,1.56,-4.47,-1.77,False,100.0,150.0,100.0,100.0,100.0,False,0.67,False,,,,,,,,,,,,,,,,,,,,,,,,,,
64,인터지스,129260,4654.0,5020.0,4924.0,4782.0,4583.0,False,107.0,149.0,94.0,65.0,77.0,True,False,4.07,2.88,-6.38,-14.2,2.81,False,120.0,120.0,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
65,일성건설,013360,2858.0,4208.0,3640.0,3758.0,3410.0,False,81.0,129.0,99.0,74.0,103.0,True,False,2.21,-13.21,2.79,2.05,3.16,False,20.0,0.0,0.0,15.0,15.0,False,1.32,False,,,,,,,,,,,,,,,,,,,,,,,,,,
66,일진다이아,081000,1084.0,1189.0,1340.0,1644.0,1687.0,True,64.0,147.0,152.0,138.0,91.0,True,False,5.63,8.37,7.71,8.3,2.88,False,96.0,241.0,241.0,300.0,300.0,True,0.63,False,,,,,,,,,,,,,,,,,,,,,,,,,,
67,자화전자,033240,2985.0,4456.0,3583.0,3630.0,3007.0,False,193.0,279.0,-77.0,-92.0,-193.0,False,False,5.36,8.48,-0.46,-0.1,-2.3,False,400.0,450.0,200.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
68,제일약품,271980,,3716.0,6271.0,6714.0,6913.0,True,,50.0,74.0,2.0,129.0,True,False,,,1.04,-5.79,,False,,50.0,60.0,70.0,70.0,True,0.11,False,,,,,,,,,,,,,,,,,,,,,,,,,,
69,제일파마홀딩스,002620,406.0,482.0,1427.0,7318.0,7620.0,True,31.0,44.0,109.0,95.0,225.0,True,False,,230.26,2.04,-20.48,2.86,True,70.0,60.0,70.0,70.0,70.0,False,0.33,False,,,,,,,,,,,,,,,,,,,,,,,,,,
70,조비,001550,591.0,599.0,605.0,709.0,737.0,True,23.0,16.0,19.0,10.0,38.0,True,False,2.54,2.5,0.69,-0.27,6.06,False,0.0,,,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
71,조흥,002600,1297.0,1621.0,1681.0,1951.0,2226.0,True,115.0,141.0,114.0,124.0,118.0,True,False,7.38,9.68,6.54,6.15,5.72,False,5000.0,6000.0,6000.0,6000.0,6000.0,True,3.43,True,,,,,,,,,,,,,,,,,,,,,,,,,,
72,종근당홀딩스,001630,3357.0,4507.0,5311.0,7206.0,8581.0,True,230.0,435.0,537.0,862.0,893.0,True,True,9.01,12.48,6.55,10.03,15.59,True,1400.0,900.0,1300.0,1300.0,1400.0,False,1.1,False,,,,,,,,,,,,,,,,,,,,,,,,,,
73,지역난방공사,071320,17199.0,18344.0,24873.0,23679.0,20989.0,False,1617.0,1198.0,145.0,422.0,1329.0,True,False,7.19,3.84,,-1.66,1.68,False,3800.0,2820.0,0.0,0.0,965.0,False,2.39,True,,,,,,,,,,,,,,,,,,,,,,,,,,
74,코오롱인더,120110,45622.0,46070.0,44598.0,44072.0,40361.0,False,2767.0,1980.0,1669.0,1729.0,1524.0,True,False,8.93,6.49,3.04,1.58,9.7,False,1100.0,1100.0,900.0,900.0,1000.0,False,2.44,True,,,,,,,,,,,,,,,,,,,,,,,,,,
75,키다리스튜디오,020120,139.0,143.0,196.0,267.0,455.0,True,9.0,-5.0,3.0,7.0,46.0,False,False,-26.46,,0.9,,0.22,False,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
76,태경산업,015890,4447.0,5637.0,5635.0,5196.0,4306.0,False,122.0,196.0,234.0,108.0,159.0,True,False,1.38,4.56,5.82,8.91,1.59,False,200.0,200.0,220.0,370.0,240.0,False,4.07,True,,,,,,,,,,,,,,,,,,,,,,,,,,
77,태양금속공업,004100,4770.0,4692.0,4492.0,4709.0,4044.0,False,156.0,100.0,72.0,-153.0,-34.0,False,False,9.3,-3.89,-5.35,-28.17,-11.4,False,20.0,5.0,5.0,5.0,5.0,False,0.45,False,,,,,,,,,,,,,,,,,,,,,,,,,,
78,포스코,005490,530835.0,606551.0,649778.0,643668.0,577928.0,False,28443.0,46218.0,55426.0,38689.0,24030.0,True,False,3.26,6.48,3.88,4.18,3.61,False,8000.0,8000.0,10000.0,10000.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
79,포스코강판,058430,7980.0,9121.0,9403.0,9167.0,9073.0,CHECK,411.0,244.0,178.0,100.0,169.0,True,False,16.39,8.6,5.24,1.23,2.88,False,1000.0,750.0,500.0,400.0,500.0,False,2.87,True,,,,,,,,,,,,,,,,,,,,,,,,,,
80,하이브,352820,352.0,924.0,3014.0,5872.0,7963.0,True,104.0,325.0,799.0,987.0,1455.0,True,True,,87.56,,56.47,12.52,True,0.0,0.0,0.0,0.0,0.0,True,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
81,한국공항,005430,4726.0,4854.0,5261.0,5038.0,2989.0,False,268.0,270.0,247.0,224.0,-490.0,False,False,6.34,7.49,5.93,5.07,-15.94,False,500.0,500.0,1000.0,1000.0,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
82,한국패러랠,168490,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,"Traceback (most recent call last):
  File ""c:\projects\python-stockMarketDataProcessing\python-stockMarketDataProcessing\stock_screener\main.py"", line 99, in checker
    roe_average = round(sum(roe) / len(roe), 2)
ZeroDivisionError: division by zero
",,,,,,,,,,,,,,,
83,한솔로지스틱스,009180,3847.0,3553.0,4342.0,4607.0,5096.0,CHECK,51.0,23.0,39.0,95.0,131.0,True,False,8.61,6.3,2.81,11.43,17.09,False,16.0,24.0,30.0,40.0,50.0,True,2.16,True,,,,,,,,,,,,,,,,,,,,,,,,,,
84,한일철강,002220,1113.0,1558.0,1686.0,1730.0,1571.0,CHECK,61.0,45.0,-21.0,-73.0,-42.0,False,False,3.4,6.16,-4.66,-6.98,-3.3,False,35.0,35.0,0.0,0.0,0.0,False,0.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,
85,한창제지,009460,1945.0,2009.0,2000.0,1814.0,1715.0,False,142.0,175.0,117.0,108.0,172.0,True,False,31.84,18.34,13.07,9.05,11.72,True,0.0,20.0,20.0,20.0,20.0,True,0.8,False,,,,,,,,,,,,,,,,,,,,,,,,,,
86,한화생명,088350,206661.0,260871.0,234305.0,249785.0,262231.0,CHECK,5210.0,9534.0,6502.0,494.0,3767.0,True,False,9.84,7.7,4.54,0.51,1.9,False,80.0,140.0,100.0,30.0,30.0,False,1.23,False,,,,,,,,,,,,,,,,,,,,,,,,,,
87,현대건설,000720,188250.0,168871.0,167309.0,172788.0,169709.0,False,11590.0,9861.0,8400.0,8597.0,5490.0,True,False,9.5,3.15,5.99,6.3,1.84,False,500.0,500.0,500.0,600.0,600.0,True,1.65,False,,,,,,,,,,,,,,,,,,,,,,,,,,
88,현대건설기계,267270,,18867.0,32339.0,28521.0,26175.0,False,,952.0,2087.0,1578.0,916.0,True,False,,,7.47,0.26,-0.8,False,,0.0,850.0,,,True,,False,,,,,,,,,,,,,,,,,,,,,,,,,,
89,현대비앤지스틸,004560,6608.0,7259.0,7127.0,7333.0,6802.0,False,363.0,307.0,350.0,365.0,334.0,True,False,6.51,5.55,5.21,5.55,5.68,False,100.0,100.0,100.0,100.0,100.0,True,1.01,False,,,,,,,,,,,,,,,,,,,,,,,,,,
90,현대엘리베이터,017800,17588.0,19937.0,18772.0,18725.0,18212.0,False,1816.0,1353.0,1431.0,1362.0,1500.0,True,False,18.13,11.59,0.9,5.22,9.78,False,333.0,333.0,600.0,600.0,800.0,True,2.02,True,,,,,,,,,,,,,,,,,,,,,,,,,,
91,현대중공업지주,267250,,142995.0,272566.0,266303.0,189110.0,False,,8430.0,8614.0,6666.0,-5971.0,False,False,,,3.53,2.2,-8.12,False,,0.0,3700.0,3700.0,3700.0,True,6.53,True,,,,,,,,,,,,,,,,,,,,,,,,,,
92,현대차증권,001500,5634.0,5213.0,6190.0,7162.0,8400.0,CHECK,528.0,668.0,681.0,984.0,1174.0,True,True,5.18,6.04,6.07,7.93,8.2,False,400.0,400.0,450.0,600.0,675.0,True,5.36,True,,,,,,,,,,,,,,,,,,,,,,,,,,
